CustomerID,TransactionID,Transaction_Date,Product,Product_Count,Cost
181702,4318170220171227,2017-12-27,E,4,500
181702,4418170220180104,2018-01-04,B,10,1500
181702,4518170220180111,2018-01-11,C,9,675
181702,4618170220180117,2018-01-17,A,4,400
181702,4718170220180124,2018-01-24,E,7,875
181702,4818170220180127,2018-01-27,E,10,1250
181702,4918170220180203,2018-02-03,A,5,500
181702,5018170220180212,2018-02-12,E,6,750
181702,5118170220180220,2018-02-20,A,4,400
181702,5218170220180225,2018-02-25,B,11,1650
181702,5318170220180306,2018-03-06,C,7,525
181702,5418170220180318,2018-03-18,C,11,825
181702,5518170220180327,2018-03-27,C,8,600
181702,5618170220180404,2018-04-04,B,4,600
181702,5718170220180414,2018-04-14,E,4,500
181702,5818170220180424,2018-04-24,A,6,600
181702,5918170220180501,2018-05-01,C,10,750
181702,6018170220180505,2018-05-05,E,7,875
181702,6118170220180510,2018-05-10,B,10,1500
181702,6218170220180523,2018-05-23,B,10,1500
181702,6318170220180607,2018-06-07,E,4,500
181702,6418170220180620,2018-06-20,E,9,1125
181702,6518170220180629,2018-06-29,C,3,225
181702,6618170220180707,2018-07-07,E,4,500
181702,6718170220180713,2018-07-13,C,8,600
181702,6818170220180717,2018-07-17,B,10,1500
181702,6918170220180722,2018-07-22,A,4,400
181702,7018170220180728,2018-07-28,A,7,700
181702,7118170220180807,2018-08-07,C,4,300
181702,7218170220180816,2018-08-16,E,7,875
181702,7318170220180826,2018-08-26,C,8,600
181702,7418170220180906,2018-09-06,E,5,625
181702,7518170220180917,2018-09-17,B,3,450
181702,7618170220181003,2018-10-03,E,6,750
181702,7718170220181028,2018-10-28,C,6,450
181702,7818170220181113,2018-11-13,E,3,375
181702,7918170220181208,2018-12-08,A,8,800
181702,8018170220181214,2018-12-14,C,3,225
181702,8118170220190106,2019-01-06,C,4,300
181702,8218170220190114,2019-01-14,C,10,750
181702,8318170220190124,2019-01-24,E,7,875
181702,8418170220190206,2019-02-06,A,5,500
181702,8518170220190306,2019-03-06,E,4,500
181702,8618170220190331,2019-03-31,B,4,600
181702,8718170220190509,2019-05-09,B,4,600
181702,8818170220190524,2019-05-24,C,3,225
181702,8918170220190623,2019-06-23,B,6,900
181702,9018170220190706,2019-07-06,A,3,300
181702,9118170220190827,2019-08-27,E,2,250
181702,9218170220190915,2019-09-15,A,4,400
181702,9318170220191025,2019-10-25,E,3,375
181702,9418170220191225,2019-12-25,B,2,300
175649,117564920170116,2017-01-16,D,3,75
175649,217564920170131,2017-01-31,E,5,625
175649,317564920170219,2017-02-19,D,5,125
175649,417564920170227,2017-02-27,E,5,625
175649,517564920170406,2017-04-06,E,4,500
175649,617564920170421,2017-04-21,D,2,50
175649,717564920170501,2017-05-01,E,4,500
175649,817564920170508,2017-05-08,E,4,500
175649,917564920170514,2017-05-14,D,3,75
175649,1017564920170529,2017-05-29,E,4,500
175649,1117564920170608,2017-06-08,D,5,125
175649,1217564920170621,2017-06-21,D,5,125
175649,1317564920170703,2017-07-03,D,4,100
175649,1417564920170709,2017-07-09,E,4,500
175649,1517564920170721,2017-07-21,D,4,100
175649,1617564920170803,2017-08-03,E,4,500
175649,1717564920170831,2017-08-31,D,4,100
175649,1817564920170929,2017-09-29,E,2,250
175649,1917564920171028,2017-10-28,D,2,50
175649,2017564920171112,2017-11-12,D,3,75
175649,2117564920171127,2017-11-27,D,3,75
175649,2217564920171221,2017-12-21,D,4,100
175649,2317564920180119,2018-01-19,D,4,100
175649,2417564920180203,2018-02-03,D,4,100
175649,2517564920180401,2018-04-01,E,5,625
175649,2617564920180821,2018-08-21,E,2,250
175649,2717564920181005,2018-10-05,D,3,75
175890,117589020170217,2017-02-17,A,2,200
175890,217589020170426,2017-04-26,B,3,450
175890,317589020170612,2017-06-12,C,2,150
175890,417589020170713,2017-07-13,B,3,450
175890,517589020170831,2017-08-31,A,3,300
175890,617589020171112,2017-11-12,C,2,150
175890,717589020171214,2017-12-14,C,2,150
175890,817589020180203,2018-02-03,A,2,200
175890,917589020180319,2018-03-19,A,2,200
175890,1017589020180518,2018-05-18,A,3,300
175890,1117589020180706,2018-07-06,A,2,200
175890,1217589020180809,2018-08-09,C,2,150
175890,1317589020181001,2018-10-01,C,2,150
175890,1417589020181009,2018-10-09,B,3,450
175890,1517589020181223,2018-12-23,B,3,450
175890,1617589020190205,2019-02-05,B,2,300
175890,1717589020190225,2019-02-25,B,3,450
175890,1817589020190321,2019-03-21,A,3,300
175890,1917589020190522,2019-05-22,C,2,150
175890,2017589020190702,2019-07-02,C,3,225
175890,2117589020190905,2019-09-05,A,2,200
175890,2217589020191004,2019-10-04,A,2,200
175890,2317589020191130,2019-11-30,C,2,150
178014,117801420170309,2017-03-09,E,2,250
178014,217801420170413,2017-04-13,E,2,250
178014,317801420170607,2017-06-07,E,2,250
178014,417801420170807,2017-08-07,E,1,125
178014,517801420170910,2017-09-10,A,1,100
178014,617801420171016,2017-10-16,A,1,100
178014,717801420171215,2017-12-15,E,1,125
178014,817801420180112,2018-01-12,E,1,125
183458,118345820170203,2017-02-03,B,3,450
183458,218345820170221,2017-02-21,B,2,300
183458,318345820170326,2017-03-26,D,2,50
183458,418345820170417,2017-04-17,A,2,200
183458,518345820170511,2017-05-11,B,2,300
183458,618345820170606,2017-06-06,D,2,50
183458,718345820170627,2017-06-27,A,2,200
183458,818345820170730,2017-07-30,D,2,50
183458,918345820170827,2017-08-27,A,2,200
183458,1018345820170916,2017-09-16,B,2,300
183458,1118345820171123,2017-11-23,B,2,300
183458,1218345820171227,2017-12-27,D,1,25
183458,1318345820180125,2018-01-25,B,3,450
183458,1418345820180205,2018-02-05,B,2,300
183458,1518345820180311,2018-03-11,A,3,300
183458,1618345820180330,2018-03-30,D,2,50
183458,1718345820180512,2018-05-12,D,2,50
183458,1818345820180530,2018-05-30,D,1,25
183458,1918345820180704,2018-07-04,B,3,450
183458,2018345820180819,2018-08-19,B,2,300
183458,2118345820180926,2018-09-26,A,2,200
183458,2218345820181028,2018-10-28,A,3,300
183458,2318345820181127,2018-11-27,D,2,50
183458,2418345820181219,2018-12-19,A,2,200
183458,2518345820190128,2019-01-28,B,2,300
183458,2618345820190328,2019-03-28,D,2,50
183458,2718345820190414,2019-04-14,D,1,25
183458,2818345820190509,2019-05-09,B,2,300
183458,2918345820190718,2019-07-18,A,2,200
183458,3018345820190810,2019-08-10,D,3,75
183458,3118345820191106,2019-11-06,D,2,50
183458,3218345820191129,2019-11-29,D,2,50
183458,3318345820191213,2019-12-13,B,2,300
175958,117595820170111,2017-01-11,B,3,450
175958,217595820170118,2017-01-18,E,3,375
175958,317595820170126,2017-01-26,E,4,500
175958,417595820170207,2017-02-07,B,6,900
175958,517595820170216,2017-02-16,B,6,900
175958,617595820170226,2017-02-26,E,4,500
175958,717595820170316,2017-03-16,B,7,1050
175958,817595820170326,2017-03-26,B,5,750
175958,917595820170404,2017-04-04,B,3,450
175958,1017595820170407,2017-04-07,B,9,1350
175958,1117595820170416,2017-04-16,E,6,750
175958,1217595820170426,2017-04-26,B,4,600
175958,1317595820170507,2017-05-07,B,5,750
175958,1417595820170521,2017-05-21,E,7,875
175958,1517595820170603,2017-06-03,B,7,1050
175958,1617595820170615,2017-06-15,B,6,900
175958,1717595820170629,2017-06-29,B,7,1050
175958,1817595820170706,2017-07-06,B,4,600
175958,1917595820170711,2017-07-11,B,7,1050
175958,2017595820170720,2017-07-20,B,7,1050
175958,2117595820170723,2017-07-23,E,4,500
175958,2217595820170730,2017-07-30,E,7,875
175958,2317595820170804,2017-08-04,E,8,1000
175958,2417595820170809,2017-08-09,E,6,750
175958,2517595820170817,2017-08-17,B,5,750
175958,2617595820170822,2017-08-22,E,5,625
175958,2717595820170826,2017-08-26,B,8,1200
175958,2817595820170904,2017-09-04,B,4,600
175958,2917595820170922,2017-09-22,E,5,625
175958,3017595820171006,2017-10-06,E,4,500
175958,3117595820171021,2017-10-21,B,6,900
175958,3217595820171026,2017-10-26,B,4,600
175958,3317595820171106,2017-11-06,E,4,500
175958,3417595820171117,2017-11-17,B,4,600
175958,3517595820171129,2017-11-29,B,7,1050
175958,3617595820171207,2017-12-07,E,3,375
175958,3717595820171213,2017-12-13,B,4,600
175958,3817595820171218,2017-12-18,E,7,875
175958,3917595820171229,2017-12-29,B,6,900
175958,4017595820180106,2018-01-06,E,7,875
175958,4117595820180114,2018-01-14,B,3,450
175958,4217595820180127,2018-01-27,B,2,300
175958,4317595820180208,2018-02-08,E,2,250
175958,4417595820180226,2018-02-26,E,4,500
175958,4517595820180311,2018-03-11,E,3,375
175958,4617595820180331,2018-03-31,E,3,375
175958,4717595820180410,2018-04-10,E,5,625
175958,4817595820180509,2018-05-09,E,5,625
175958,4917595820180527,2018-05-27,E,2,250
175958,5017595820180610,2018-06-10,B,3,450
175958,5117595820180726,2018-07-26,B,4,600
175958,5217595820180820,2018-08-20,E,2,250
175958,5317595820180905,2018-09-05,E,4,500
175958,5417595820180921,2018-09-21,E,3,375
175958,5517595820181015,2018-10-15,E,4,500
175958,5617595820181106,2018-11-06,B,3,450
175958,5717595820181126,2018-11-26,B,2,300
175958,5817595820181211,2018-12-11,E,2,250
175958,5917595820190116,2019-01-16,B,3,450
175958,6017595820190127,2019-01-27,E,3,375
175958,6117595820190220,2019-02-20,B,3,450
175958,6217595820190323,2019-03-23,B,3,450
175958,6317595820190416,2019-04-16,B,3,450
175958,6417595820190507,2019-05-07,B,4,600
175958,6517595820190611,2019-06-11,B,4,600
175958,6617595820190630,2019-06-30,E,3,375
175958,6717595820190730,2019-07-30,B,5,750
175958,6817595820190917,2019-09-17,B,2,300
175958,6917595820191015,2019-10-15,E,4,500
175958,7017595820191027,2019-10-27,B,3,450
175958,7117595820191118,2019-11-18,B,2,300
175958,7217595820191205,2019-12-05,B,3,450
184936,118493620170108,2017-01-08,C,4,300
184936,218493620170115,2017-01-15,C,3,225
184936,318493620170125,2017-01-25,C,6,450
184936,418493620170202,2017-02-02,B,8,1200
184936,518493620170208,2017-02-08,E,7,875
184936,618493620170221,2017-02-21,B,4,600
184936,718493620170303,2017-03-03,E,3,375
184936,818493620170321,2017-03-21,C,4,300
184936,918493620170422,2017-04-22,A,8,800
184936,1018493620170511,2017-05-11,C,6,450
184936,1118493620170523,2017-05-23,A,4,400
184936,1218493620170610,2017-06-10,A,7,700
184936,1318493620170630,2017-06-30,A,6,600
184936,1418493620170718,2017-07-18,A,4,400
184936,1518493620170816,2017-08-16,A,7,700
184936,1618493620170831,2017-08-31,C,5,375
184936,1718493620170924,2017-09-24,E,3,375
184936,1818493620170930,2017-09-30,A,5,500
184936,1918493620171014,2017-10-14,B,8,1200
184936,2018493620171027,2017-10-27,E,4,500
184936,2118493620171108,2017-11-08,C,2,150
184936,2218493620171215,2017-12-15,A,2,200
184936,2318493620180203,2018-02-03,C,4,300
184936,2418493620180301,2018-03-01,B,4,600
184936,2518493620180326,2018-03-26,A,3,300
184936,2618493620180608,2018-06-08,B,3,450
184936,2718493620180801,2018-08-01,A,3,300
184936,2818493620180925,2018-09-25,C,2,150
184936,2918493620181012,2018-10-12,A,4,400
184936,3018493620181021,2018-10-21,E,4,500
184936,3118493620181109,2018-11-09,B,3,450
184936,3218493620181216,2018-12-16,E,2,250
184936,3318493620190113,2019-01-13,B,3,450
184936,3418493620190118,2019-01-18,E,4,500
184936,3518493620190126,2019-01-26,C,5,375
184936,3618493620190204,2019-02-04,E,4,500
184936,3718493620190217,2019-02-17,E,4,500
184936,3818493620190331,2019-03-31,C,3,225
184936,3918493620190416,2019-04-16,A,3,300
184936,4018493620190613,2019-06-13,B,2,300
184936,4118493620190706,2019-07-06,B,5,750
184936,4218493620190825,2019-08-25,C,2,150
184936,4318493620190918,2019-09-18,B,3,450
184936,4418493620191019,2019-10-19,C,4,300
184936,4518493620191129,2019-11-29,E,2,250
184936,4618493620191219,2019-12-19,B,4,600
183230,118323020170113,2017-01-13,A,4,400
183230,218323020170128,2017-01-28,B,6,900
183230,318323020170220,2017-02-20,D,5,125
183230,418323020170301,2017-03-01,E,3,375
183230,518323020170317,2017-03-17,B,3,450
183230,618323020170407,2017-04-07,A,5,500
183230,718323020170414,2017-04-14,B,3,450
183230,818323020170422,2017-04-22,E,6,750
183230,918323020170504,2017-05-04,B,2,300
183230,1018323020170517,2017-05-17,B,3,450
183230,1118323020170526,2017-05-26,D,3,75
183230,1218323020170530,2017-05-30,E,4,500
183230,1318323020170609,2017-06-09,D,2,50
183230,1418323020170615,2017-06-15,E,4,500
183230,1518323020170630,2017-06-30,B,2,300
183230,1618323020170704,2017-07-04,D,3,75
183230,1718323020170712,2017-07-12,D,3,75
183230,1818323020170804,2017-08-04,D,5,125
183230,1918323020170812,2017-08-12,E,3,375
183230,2018323020170824,2017-08-24,E,5,625
183230,2118323020170829,2017-08-29,B,4,600
183230,2218323020170911,2017-09-11,D,5,125
183230,2318323020170927,2017-09-27,A,4,400
183230,2418323020171008,2017-10-08,B,2,300
183230,2518323020171013,2017-10-13,E,4,500
183230,2618323020171027,2017-10-27,E,4,500
183230,2718323020171102,2017-11-02,B,5,750
183230,2818323020171107,2017-11-07,A,3,300
183230,2918323020171113,2017-11-13,B,2,300
183230,3018323020171125,2017-11-25,B,2,300
183230,3118323020171201,2017-12-01,D,3,75
183230,3218323020180106,2018-01-06,D,3,75
183230,3318323020180114,2018-01-14,D,4,100
183230,3418323020180123,2018-01-23,A,3,300
183230,3518323020180212,2018-02-12,E,4,500
183230,3618323020180221,2018-02-21,E,2,250
183230,3718323020180308,2018-03-08,B,5,750
183230,3818323020180314,2018-03-14,E,3,375
183230,3918323020180330,2018-03-30,D,4,100
183230,4018323020180412,2018-04-12,E,5,625
183230,4118323020180419,2018-04-19,D,5,125
183230,4218323020180426,2018-04-26,D,3,75
183230,4318323020180512,2018-05-12,E,2,250
183230,4418323020180525,2018-05-25,E,4,500
183230,4518323020180608,2018-06-08,A,4,400
183230,4618323020180619,2018-06-19,A,3,300
183230,4718323020180701,2018-07-01,D,5,125
183230,4818323020180703,2018-07-03,B,5,750
183230,4918323020180711,2018-07-11,D,5,125
183230,5018323020180721,2018-07-21,D,3,75
183230,5118323020180730,2018-07-30,E,4,500
183230,5218323020180811,2018-08-11,E,3,375
183230,5318323020180819,2018-08-19,A,5,500
183230,5418323020180830,2018-08-30,E,3,375
183230,5518323020180913,2018-09-13,A,4,400
183230,5618323020180917,2018-09-17,D,5,125
183230,5718323020181007,2018-10-07,D,3,75
183230,5818323020181018,2018-10-18,A,4,400
183230,5918323020181030,2018-10-30,B,4,600
183230,6018323020181116,2018-11-16,B,4,600
183230,6118323020181127,2018-11-27,B,3,450
183230,6218323020181207,2018-12-07,B,4,600
183230,6318323020181215,2018-12-15,B,4,600
183230,6418323020181225,2018-12-25,E,2,250
183230,6518323020190103,2019-01-03,D,2,50
183230,6618323020190107,2019-01-07,B,3,450
183230,6718323020190111,2019-01-11,B,4,600
183230,6818323020190210,2019-02-10,E,5,625
183230,6918323020190220,2019-02-20,D,3,75
183230,7018323020190315,2019-03-15,A,3,300
183230,7118323020190404,2019-04-04,E,4,500
183230,7218323020190417,2019-04-17,D,3,75
183230,7318323020190425,2019-04-25,A,4,400
183230,7418323020190507,2019-05-07,E,5,625
183230,7518323020190516,2019-05-16,A,4,400
183230,7618323020190530,2019-05-30,A,3,300
183230,7718323020190613,2019-06-13,E,5,625
183230,7818323020190622,2019-06-22,D,2,50
183230,7918323020190702,2019-07-02,D,2,50
183230,8018323020190714,2019-07-14,D,4,100
183230,8118323020190717,2019-07-17,E,5,625
183230,8218323020190814,2019-08-14,E,4,500
183230,8318323020190827,2019-08-27,B,5,750
183230,8418323020190901,2019-09-01,E,3,375
183230,8518323020190914,2019-09-14,B,2,300
183230,8618323020191007,2019-10-07,B,4,600
183230,8718323020191017,2019-10-17,A,3,300
183230,8818323020191025,2019-10-25,B,5,750
183230,8918323020191031,2019-10-31,D,5,125
183230,9018323020191107,2019-11-07,A,2,200
183230,9118323020191115,2019-11-15,B,3,450
183230,9218323020191123,2019-11-23,A,3,300
183230,9318323020191128,2019-11-28,D,2,50
183230,9418323020191201,2019-12-01,A,4,400
183230,9518323020191209,2019-12-09,B,4,600
183230,9618323020191221,2019-12-21,A,4,400
183230,9718323020191225,2019-12-25,A,2,200
175771,117577120170125,2017-01-25,B,2,300
175771,217577120170212,2017-02-12,D,3,75
175771,317577120170430,2017-04-30,B,3,450
175771,417577120170715,2017-07-15,D,2,50
175771,517577120171208,2017-12-08,D,3,75
175771,617577120180206,2018-02-06,B,3,450
175771,717577120180507,2018-05-07,B,3,450
175771,817577120180723,2018-07-23,D,2,50
175771,917577120180915,2018-09-15,D,2,50
175771,1017577120181208,2018-12-08,B,2,300
175771,1117577120190214,2019-02-14,D,4,100
175771,1217577120190703,2019-07-03,D,3,75
175771,1317577120191111,2019-11-11,D,3,75
184793,118479320170126,2017-01-26,C,1,75
184793,218479320170315,2017-03-15,C,2,150
184793,318479320170429,2017-04-29,A,2,200
184793,418479320170513,2017-05-13,C,2,150
184793,518479320170610,2017-06-10,A,2,200
184793,618479320170719,2017-07-19,A,1,100
184793,718479320170906,2017-09-06,C,2,150
184793,818479320170923,2017-09-23,C,2,150
184793,918479320171122,2017-11-22,C,1,75
184793,1018479320180104,2018-01-04,C,1,75
184793,1118479320180331,2018-03-31,A,1,100
184793,1218479320180513,2018-05-13,A,1,100
184793,1318479320180612,2018-06-12,A,1,100
184793,1418479320180724,2018-07-24,A,2,200
184793,1518479320181004,2018-10-04,C,1,75
184793,1618479320190217,2019-02-17,A,1,100
184793,1718479320190314,2019-03-14,A,2,200
184793,1818479320190706,2019-07-06,A,1,100
184793,1918479320191227,2019-12-27,A,1,100
183684,118368420170119,2017-01-19,B,3,450
183684,218368420170308,2017-03-08,B,2,300
183684,318368420170629,2017-06-29,E,2,250
183684,418368420170720,2017-07-20,C,2,150
183684,518368420171011,2017-10-11,B,2,300
183684,618368420171118,2017-11-18,E,2,250
183684,718368420180225,2018-02-25,C,3,225
183684,818368420180411,2018-04-11,C,2,150
183684,918368420180605,2018-06-05,E,3,375
183684,1018368420180708,2018-07-08,B,2,300
183684,1118368420180909,2018-09-09,C,3,225
183684,1218368420181008,2018-10-08,C,3,225
183684,1318368420181118,2018-11-18,E,2,250
183684,1418368420190115,2019-01-15,E,3,375
183684,1518368420190217,2019-02-17,B,2,300
183684,1618368420190512,2019-05-12,C,3,225
183684,1718368420190529,2019-05-29,E,3,375
183684,1818368420190708,2019-07-08,B,2,300
183684,1918368420191016,2019-10-16,B,2,300
179428,117942820170104,2017-01-04,E,2,250
179428,217942820170105,2017-01-05,C,3,225
179428,317942820170109,2017-01-09,A,4,400
179428,417942820170113,2017-01-13,C,5,375
179428,517942820170119,2017-01-19,D,2,50
179428,617942820170122,2017-01-22,E,5,625
179428,717942820170125,2017-01-25,E,3,375
179428,817942820170128,2017-01-28,D,6,150
179428,917942820170201,2017-02-01,E,2,250
179428,1017942820170203,2017-02-03,D,3,75
179428,1117942820170204,2017-02-04,E,3,375
179428,1217942820170207,2017-02-07,A,5,500
179428,1317942820170212,2017-02-12,E,4,500
179428,1417942820170213,2017-02-13,D,2,50
179428,1517942820170217,2017-02-17,A,4,400
179428,1617942820170219,2017-02-19,A,4,400
179428,1717942820170224,2017-02-24,E,4,500
179428,1817942820170303,2017-03-03,C,5,375
179428,1917942820170308,2017-03-08,C,3,225
179428,2017942820170313,2017-03-13,E,4,500
179428,2117942820170316,2017-03-16,C,4,300
179428,2217942820170319,2017-03-19,C,6,450
179428,2317942820170322,2017-03-22,C,6,450
179428,2417942820170326,2017-03-26,A,6,600
179428,2517942820170401,2017-04-01,E,5,625
179428,2617942820170403,2017-04-03,A,3,300
179428,2717942820170408,2017-04-08,A,5,500
179428,2817942820170412,2017-04-12,C,5,375
179428,2917942820170418,2017-04-18,A,3,300
179428,3017942820170420,2017-04-20,C,5,375
179428,3117942820170421,2017-04-21,A,4,400
179428,3217942820170430,2017-04-30,C,2,150
179428,3317942820170503,2017-05-03,E,4,500
179428,3417942820170507,2017-05-07,E,5,625
179428,3517942820170510,2017-05-10,C,4,300
179428,3617942820170514,2017-05-14,E,4,500
179428,3717942820170517,2017-05-17,C,2,150
179428,3817942820170520,2017-05-20,E,2,250
179428,3917942820170525,2017-05-25,A,2,200
179428,4017942820170528,2017-05-28,E,5,625
179428,4117942820170601,2017-06-01,C,3,225
179428,4217942820170607,2017-06-07,C,5,375
179428,4317942820170611,2017-06-11,A,6,600
179428,4417942820170615,2017-06-15,A,4,400
179428,4517942820170622,2017-06-22,D,4,100
179428,4617942820170626,2017-06-26,E,5,625
179428,4717942820170630,2017-06-30,D,6,150
179428,4817942820170702,2017-07-02,D,3,75
179428,4917942820170705,2017-07-05,E,3,375
179428,5017942820170709,2017-07-09,C,5,375
179428,5117942820170712,2017-07-12,C,4,300
179428,5217942820170724,2017-07-24,E,2,250
179428,5317942820170725,2017-07-25,D,3,75
179428,5417942820170728,2017-07-28,D,3,75
179428,5517942820170801,2017-08-01,A,5,500
179428,5617942820170803,2017-08-03,E,5,625
179428,5717942820170808,2017-08-08,C,2,150
179428,5817942820170810,2017-08-10,E,4,500
179428,5917942820170820,2017-08-20,C,2,150
179428,6017942820170824,2017-08-24,C,5,375
179428,6117942820170829,2017-08-29,D,4,100
179428,6217942820170831,2017-08-31,E,4,500
179428,6317942820170902,2017-09-02,A,3,300
179428,6417942820170907,2017-09-07,E,6,750
179428,6517942820170913,2017-09-13,E,3,375
179428,6617942820170918,2017-09-18,A,2,200
179428,6717942820170921,2017-09-21,A,3,300
179428,6817942820170928,2017-09-28,C,4,300
179428,6917942820170930,2017-09-30,A,4,400
179428,7017942820171005,2017-10-05,A,4,400
179428,7117942820171014,2017-10-14,D,3,75
179428,7217942820171020,2017-10-20,E,3,375
179428,7317942820171023,2017-10-23,C,5,375
179428,7417942820171027,2017-10-27,A,5,500
179428,7517942820171029,2017-10-29,E,4,500
179428,7617942820171102,2017-11-02,D,2,50
179428,7717942820171104,2017-11-04,D,3,75
179428,7817942820171109,2017-11-09,D,5,125
179428,7917942820171111,2017-11-11,A,2,200
179428,8017942820171115,2017-11-15,E,4,500
175651,117565120170220,2017-02-20,A,2,200
175651,217565120170514,2017-05-14,D,3,75
175651,317565120170628,2017-06-28,D,4,100
175651,417565120170715,2017-07-15,D,3,75
175651,517565120170807,2017-08-07,D,2,50
175651,617565120170928,2017-09-28,D,3,75
175651,717565120171123,2017-11-23,D,2,50
175651,817565120171208,2017-12-08,D,2,50
175651,917565120180224,2018-02-24,D,4,100
175651,1017565120180429,2018-04-29,A,3,300
175651,1117565120180727,2018-07-27,A,2,200
175651,1217565120181012,2018-10-12,A,3,300
175651,1317565120190104,2019-01-04,D,3,75
175651,1417565120190224,2019-02-24,D,2,50
175651,1517565120190408,2019-04-08,A,3,300
175651,1617565120190526,2019-05-26,D,4,100
175651,1717565120190819,2019-08-19,D,2,50
183197,118319720170115,2017-01-15,D,3,75
183197,218319720170207,2017-02-07,D,4,100
183197,318319720170315,2017-03-15,D,4,100
183197,418319720170330,2017-03-30,D,2,50
183197,518319720170421,2017-04-21,A,3,300
183197,618319720170515,2017-05-15,A,2,200
183197,718319720170602,2017-06-02,D,2,50
183197,818319720170706,2017-07-06,A,2,200
183197,918319720170830,2017-08-30,D,3,75
183197,1018319720170923,2017-09-23,A,2,200
183197,1118319720171120,2017-11-20,A,3,300
183197,1218319720171231,2017-12-31,D,3,75
183197,1318319720180213,2018-02-13,D,4,100
183197,1418319720180402,2018-04-02,D,3,75
183197,1518319720180419,2018-04-19,D,4,100
183197,1618319720180531,2018-05-31,D,2,50
183197,1718319720180712,2018-07-12,D,3,75
183197,1818319720181016,2018-10-16,D,2,50
183197,1918319720181108,2018-11-08,D,3,75
183197,2018319720190401,2019-04-01,D,4,100
183197,2118319720190426,2019-04-26,D,3,75
183197,2218319720191021,2019-10-21,D,2,50
183197,2318319720191210,2019-12-10,D,3,75
183175,118317520170401,2017-04-01,D,1,25
183175,218317520170822,2017-08-22,D,1,25
183175,318317520171208,2017-12-08,C,1,75
183175,418317520180123,2018-01-23,D,1,25
183175,518317520180419,2018-04-19,D,1,25
183175,618317520181001,2018-10-01,D,2,50
183175,718317520181223,2018-12-23,C,2,150
183175,818317520190722,2019-07-22,D,1,25
183175,918317520190922,2019-09-22,D,2,50
178003,117800320170121,2017-01-21,E,4,500
178003,217800320170127,2017-01-27,B,3,450
178003,317800320170202,2017-02-02,B,4,600
178003,417800320170207,2017-02-07,E,5,625
178003,517800320170214,2017-02-14,E,5,625
178003,617800320170223,2017-02-23,E,2,250
178003,717800320170303,2017-03-03,E,3,375
178003,817800320170322,2017-03-22,E,3,375
178003,917800320170328,2017-03-28,B,3,450
178003,1017800320170407,2017-04-07,E,5,625
178003,1117800320170415,2017-04-15,E,4,500
178003,1217800320170425,2017-04-25,E,4,500
178003,1317800320170511,2017-05-11,E,2,250
178003,1417800320170514,2017-05-14,E,3,375
178003,1517800320170524,2017-05-24,E,5,625
178003,1617800320170528,2017-05-28,E,5,625
